404,90,615,475,0.40,phone
493,244,639,438,0.43,Pen
485,251,638,435,0.49,Pen
475,253,638,447,0.39,Pen
395,99,609,475,0.63,phone
473,240,637,442,0.40,Pen
391,100,603,470,0.59,phone
383,114,556,457,0.60,phone
374,179,495,407,0.84,phone
375,199,481,404,0.91,phone
373,210,467,401,0.89,phone
368,223,453,401,0.84,phone
362,239,442,412,0.89,phone
359,251,438,418,0.87,phone
361,261,438,421,0.88,phone
365,268,439,425,0.87,phone
365,275,436,428,0.88,phone
367,283,435,431,0.88,phone
370,288,436,434,0.88,phone
373,293,440,433,0.87,phone
372,298,437,436,0.88,phone
372,301,437,442,0.87,phone
371,304,437,437,0.87,phone
371,304,436,438,0.87,phone
370,300,436,436,0.86,phone
373,292,438,430,0.84,phone
374,282,439,423,0.86,phone
383,278,450,408,0.83,phone
386,266,454,413,0.82,phone
385,261,455,405,0.82,phone
385,243,458,399,0.83,phone
384,229,462,397,0.86,phone
382,216,467,401,0.88,phone
383,211,471,402,0.89,phone
382,202,475,402,0.88,phone
384,197,482,401,0.88,phone
385,189,488,398,0.89,phone
383,185,488,396,0.88,phone
377,180,486,401,0.71,phone
374,168,489,407,0.70,phone
379,164,497,412,0.59,phone
382,156,504,411,0.57,phone
385,150,512,413,0.77,phone
382,139,514,415,0.70,phone
372,137,517,419,0.87,phone
365,122,517,428,0.61,phone
356,107,513,419,0.81,phone
357,98,507,421,0.79,phone
355,46,532,435,0.33,phone
355,71,640,459,0.25,Pen
351,47,537,438,0.36,phone
354,45,536,446,0.32,phone
353,54,532,457,0.38,phone
353,49,532,461,0.27,phone
468,198,638,344,0.40,Pen
471,197,636,343,0.36,Pen
477,211,637,344,0.36,Pen
487,214,639,356,0.53,Pen
452,292,637,442,0.35,Pen
488,213,639,358,0.46,Pen
487,218,639,376,0.39,Pen
457,291,638,448,0.47,Pen
487,218,638,378,0.35,Pen
458,291,638,454,0.65,Pen
456,292,640,422,0.38,Pen
496,215,638,345,0.45,Pen
465,286,638,440,0.45,Pen
498,216,637,372,0.50,Pen
472,263,639,429,0.42,Pen
497,216,637,370,0.53,Pen
466,283,638,439,0.28,Pen
497,215,637,376,0.51,Pen
500,216,637,372,0.42,Pen
474,269,639,429,0.43,Pen
510,213,637,352,0.42,Pen
469,280,638,453,0.58,Pen
502,217,637,379,0.46,Pen
472,282,638,448,0.46,Pen
498,218,638,378,0.47,Pen
469,286,638,451,0.54,Pen
496,224,638,372,0.38,Pen
464,291,639,451,0.56,Pen
470,274,639,422,0.38,Pen
503,218,638,345,0.41,Pen
513,205,639,339,0.31,Pen
467,273,640,395,0.57,Pen
517,209,640,340,0.33,Pen
471,264,640,421,0.52,Pen
510,211,636,355,0.34,Pen
472,261,640,432,0.59,Pen
509,212,635,354,0.25,Pen
475,256,640,428,0.47,Pen
519,209,638,381,0.38,Pen
476,261,640,418,0.55,Pen
469,261,637,413,0.30,Pen
502,210,634,339,0.38,Pen
504,210,638,349,0.37,Pen
477,243,640,441,0.46,Pen
514,209,634,344,0.28,Pen
476,260,639,422,0.35,Pen
519,209,640,379,0.33,Pen
480,266,640,420,0.53,Pen
526,199,640,403,0.41,Pen
498,283,639,451,0.55,Pen
553,185,640,348,0.30,Pen
518,282,637,464,0.61,Pen
549,215,640,390,0.38,Pen
509,290,638,462,0.44,Pen
549,200,640,404,0.33,Pen
506,293,638,469,0.59,Pen
551,207,640,402,0.34,Pen
519,288,639,469,0.61,Pen
549,217,640,392,0.36,Pen
517,280,639,467,0.46,Pen
544,203,640,419,0.25,Pen
522,278,638,468,0.53,Pen
550,199,640,413,0.26,Pen
519,284,637,468,0.59,Pen
546,190,640,426,0.27,Pen
519,283,638,467,0.60,Pen
