Object: Ball, Confidence: 0.47, Bounding Box: (271, 152) - (462, 340)
Object: Ball, Confidence: 0.47, Bounding Box: (272, 150) - (462, 343)
Object: Ball, Confidence: 0.46, Bounding Box: (271, 151) - (462, 342)
Object: Ball, Confidence: 0.41, Bounding Box: (272, 151) - (463, 344)
Object: Ball, Confidence: 0.45, Bounding Box: (274, 151) - (461, 344)
Object: Ball, Confidence: 0.30, Bounding Box: (294, 153) - (458, 328)
Object: Ball, Confidence: 0.56, Bounding Box: (299, 152) - (459, 336)
Object: Ball, Confidence: 0.43, Bounding Box: (310, 151) - (469, 342)
Object: Ball, Confidence: 0.36, Bounding Box: (319, 156) - (475, 353)
Object: Ball, Confidence: 0.71, Bounding Box: (316, 166) - (480, 353)
Object: Ball, Confidence: 0.60, Bounding Box: (340, 165) - (487, 353)
Object: Ball, Confidence: 0.62, Bounding Box: (353, 168) - (487, 349)
Object: Ball, Confidence: 0.59, Bounding Box: (359, 166) - (486, 349)
Object: Ball, Confidence: 0.62, Bounding Box: (315, 160) - (477, 350)
Object: Ball, Confidence: 0.46, Bounding Box: (284, 158) - (451, 352)
Object: Ball, Confidence: 0.32, Bounding Box: (284, 158) - (441, 352)
Object: Ball, Confidence: 0.29, Bounding Box: (284, 158) - (443, 353)
Object: Ball, Confidence: 0.37, Bounding Box: (284, 157) - (446, 353)
Object: Ball, Confidence: 0.33, Bounding Box: (283, 157) - (448, 353)
Object: Ball, Confidence: 0.28, Bounding Box: (284, 157) - (446, 353)
Object: Ball, Confidence: 0.31, Bounding Box: (284, 156) - (448, 353)
Object: Ball, Confidence: 0.27, Bounding Box: (364, 147) - (489, 348)
Object: Ball, Confidence: 0.35, Bounding Box: (418, 159) - (486, 275)
Object: phone, Confidence: 0.26, Bounding Box: (201, 118) - (365, 353)
Object: Ball, Confidence: 0.36, Bounding Box: (291, 157) - (419, 326)
Object: Ball, Confidence: 0.36, Bounding Box: (251, 156) - (374, 313)
Object: Ball, Confidence: 0.39, Bounding Box: (217, 169) - (334, 296)
Object: Ball, Confidence: 0.27, Bounding Box: (211, 171) - (321, 289)
Object: Ball, Confidence: 0.36, Bounding Box: (207, 169) - (327, 327)
Object: Ball, Confidence: 0.53, Bounding Box: (211, 183) - (340, 341)
Object: Ball, Confidence: 0.59, Bounding Box: (212, 185) - (341, 341)
Object: Ball, Confidence: 0.64, Bounding Box: (211, 186) - (341, 339)
Object: Ball, Confidence: 0.63, Bounding Box: (212, 186) - (342, 338)
Object: Ball, Confidence: 0.61, Bounding Box: (212, 184) - (343, 340)
Object: Ball, Confidence: 0.58, Bounding Box: (215, 186) - (347, 342)
Object: Ball, Confidence: 0.56, Bounding Box: (216, 184) - (347, 344)
Object: Ball, Confidence: 0.56, Bounding Box: (217, 183) - (348, 349)
Object: Ball, Confidence: 0.57, Bounding Box: (217, 184) - (348, 347)
